"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"B0FFLC1XRP","上海市崇明区裕安小学(前哨校区)","科教文化服务;学校;小学","141203","[]","东旺西路崇明县前哨学校","121.876917","31.524700","121.87276101436842","31.526796769926033","[]","上海市","上海市","崇明区"
"B0FFMCMNCQ","裕安小学","科教文化服务;学校;小学","141203","[]","前哨公路42弄54号","121.877625","31.52384","121.8734701709376","31.525937566465533","[]","上海市","上海市","崇明区"
"B0FFFA006P","上海市崇明区裕安小学安通校区","科教文化服务;学校;小学","141203","[]","陈家镇安通路1201号","121.849698","31.531802","121.84548677317223","31.533860224841217","[]","上海市","上海市","崇明区"
"B001503E6B","崇明区陈家镇小学","科教文化服务;学校;小学","141203","[]","陈彷公路280","121.80309","31.501949","121.79876500375767","31.503926670688887","[]","上海市","上海市","崇明区"
"B00156EDL5","崇明区汲浜小学","科教文化服务;学校;小学","141203","[]","育林路35","121.761115","31.527922","121.75671934040334","31.529850425583586","[]","上海市","上海市","崇明区"
"B0FFK8FYY9","上海实验学校(东滩校区)小学部","科教文化服务;学校;小学","141203","[]","陈家镇银鸥西路33号","121.807607","31.490391","121.80329353909676","31.492378109852286","[]","上海市","上海市","崇明区"
"B0015581J3","崇明区向化小学","科教文化服务;学校;小学","141203","[]","向化镇向中路86号","121.72318","31.520977","121.71878575220684","31.522917852526998","021-59441684","上海市","上海市","崇明区"
"B00155FHYE","合兴小学","科教文化服务;学校;小学","141203","[]","港沿镇合五公路3821号","121.707182","31.579895","121.70280062154175","31.58185018587585","021-59456693","上海市","上海市","崇明区"
"B00156NQ3W","崇明区登瀛小学","科教文化服务;学校;小学","141203","[]","堡镇五滧村登瀛1003号","121.680009","31.535436","121.67567760789355","31.537441346440744","[]","上海市","上海市","崇明区"
"B0FFMFK2SF","崇明区港沿小学","科教文化服务;学校;小学","141203","[]","上海市崇明区港沿学校","121.650962","31.58971","121.64668145353052","31.59176558948223","021-59461059","上海市","上海市","崇明区"
"B0FFL80D06","上海市富民小学","科教文化服务;学校;小学","141203","[]","富民中心路","121.813286","31.371339","121.80899637314756","31.373364638601604","[]","上海市","上海市","崇明区"
"B00155ITSM","上海市浦东新区新港小学","科教文化服务;学校;小学","141203","[]","南果公路783号","121.868292","30.981994","121.86416598247087","30.98430481370802","021-58196986","上海市","上海市","浦东新区"
"B0FFGOEFF4","上海市浦东新区明珠临港小学(茉莉校区)","科教文化服务;学校;小学","141203","[]","茉莉路760号","121.907671","30.904018","121.9035919610336","30.906396709282372","021-58786184;021-20939620","上海市","上海市","浦东新区"
"B00155IOJY","上海市浦东新区书院小学","科教文化服务;学校;小学","141203","[]","书院镇书塘路38号","121.869897","30.926523","121.86577844340056","30.928868709897795","021-58061556","上海市","上海市","浦东新区"
"B0FFGAR3YT","靠近小学","科教文化服务;学校;小学","141203","[]","弘中路14弄34号101室","121.867531","30.928269","121.8634079393825","30.9306107098402","[]","上海市","上海市","浦东新区"
"B0FFKUKL55","上海市浦东新区明珠临港小学(夏栎校区)","科教文化服务;学校;小学","141203","[]","夏栎路395号","121.914337","30.915622","121.91025645571747","30.917991106327403","[]","上海市","上海市","浦东新区"
"B001557F81","浦东新区老港小学","科教文化服务;学校;小学","141203","[]","老港镇建中路285弄宏港苑小区96号","121.839582","31.035536","121.83538720343316","31.037769408287325","021-58053521","上海市","上海市","浦东新区"
"B00155IOP2","上海市浦东新区泥城小学","科教文化服务;学校;小学","141203","[]","育建路2号","121.830228","30.9004","121.82602054205265","30.90269577899148","021-58071445;021-58072527","上海市","上海市","浦东新区"
"B00156OCOT","上海市浦东新区建平临港小学","科教文化服务;学校;小学","141203","[]","南汇新城镇马樱丹路56号","121.920967","30.882418","121.91688628263402","30.884801894798812","021-20950857","上海市","上海市","浦东新区"
"B0FFL1HTRB","上海市浦东新区建平临港小学","科教文化服务;学校;小学","141203","[]","茉莉路51号","121.905343","30.890862","121.90126468013969","30.89324893365597","[]","上海市","上海市","浦东新区"
"B0G1TRWOQC","上海市浦东新区泥城小学(云汉校区)","科教文化服务;学校;小学","141203","[]","泥城镇云汉路768号","121.811071","30.909423","121.80681449248307","30.911677994438985","[]","上海市","上海市","浦东新区"
"B001570KHV","上海市浦东新区临港外国语小学","科教文化服务;学校;小学","141203","[]","泥城镇秋雨路179号","121.811933","30.899582","121.80767940378676","30.9018443224876","021-20903900","上海市","上海市","浦东新区"
"B00155L1UB","荡湾小学","科教文化服务;学校;小学","141203","[]","荡湾新村育苗路1号","121.766813","31.04357","121.7624637461392","31.045689290055513","021-58007183","上海市","上海市","浦东新区"
"B00155EQJ3","上海市浦东新区致立学校","科教文化服务;学校;小学","141203","[]","东门路85号","121.766346","31.046235","121.76199603225126","31.04835246459637","021-68002719","上海市","上海市","浦东新区"
"B0FFG8NJ3E","南汇外国语小学","科教文化服务;学校;小学","141203","[]","为民路9号","121.753985","31.049753","121.74962519794074","31.051863883992446","021-58022365","上海市","上海市","浦东新区"
"B00155FIDJ","上海市浦东新区东海学校(小学部)","科教文化服务;学校;小学","141203","[]","祝桥镇东港公路2979号","121.812131","31.091716","121.80786193973154","31.09386624687461","[]","上海市","上海市","浦东新区"
"B00155IOF1","浦东新区盐仓小学","科教文化服务;学校;小学","141203","[]","盐仓星勤路388","121.765814","31.081695","121.76146050476703","31.083791860692074","021-58096334","上海市","上海市","浦东新区"
"B0015075A0","上海市三墩学校","科教文化服务;学校;小学","141203","[]","三宣路18号","121.760024","30.989069","121.75567311772396","30.99121693453262","[]","上海市","上海市","浦东新区"
"B00155IOJI","大团小学","科教文化服务;学校;小学","141203","[]","大团镇永春东路70号(永春东路永定北路)","121.741091","30.972918","121.73673492645274","30.975075379116767","021-58081015","上海市","上海市","浦东新区"
"B0H035SR65","上海市浦东新区向阳小学","科教文化服务;学校;小学","141203","[]","钦飞路与永旺路交叉口东北140米","121.747496","30.977419","121.74313997482601","30.979572232968955","[]","上海市","上海市","浦东新区"
"B00155L8I4","惠南镇小学","科教文化服务;学校;小学","141203","[]","惠南镇工农南路228号","121.758331","31.047488","121.75397397805138","31.049601142839776","021-58020593","上海市","上海市","浦东新区"
"B0FFG7TRE3","薛家小学","科教文化服务;学校;小学","141203","[]","薛玉路801号","121.209827","30.973996","121.20539462600674","30.976129956604815","021-67714013","上海市","上海市","松江区"
"B0HD65BAXC","松江区辰塔路小学","科教文化服务;学校;小学","141203","[]","仓吉二村580号","121.186459","30.986588","121.18198514559617","30.988676928651895","[]","上海市","上海市","松江区"
"B00155EXMR","松江区中山小学","科教文化服务;学校;小学","141203","[]","中山东路西司弄43号(近方塔公园)","121.241429","31.00553","121.23702167685109","31.007672525073765","021-57833431;021-57832312","上海市","上海市","松江区"
"B001557UW9","松江区中山小学分部","科教文化服务;学校;小学","141203","[]","松汇中路401弄-13","121.237977","31.001481","121.23356891431294","31.003624619768654","[]","上海市","上海市","松江区"
"B0FFIVOHI1","中山永丰实验学校-永丰小学","科教文化服务;学校;小学","141203","[]","中山西路140号中山永丰实验学校","121.214718","31.007678","121.21028946425093","31.009798358579456","[]","上海市","上海市","松江区"
"B00156EKRC","松江区第三实验小学","科教文化服务;学校;小学","141203","[]","仓华路708号","121.192112","31.014962","121.18764654713655","31.01704419972231","021-67651300","上海市","上海市","松江区"
"B0FFG8TIDI","松江区方塔小学","科教文化服务;学校;小学","141203","[]","方塔南路108号","121.248957","31.005122","121.24455033884766","31.007266025923304","021-57831528","上海市","上海市","松江区"
"B0FFFBP23S","南门小学","科教文化服务;学校;小学","141203","[]","车墩镇茶苔路南门","121.254252","30.992539","121.24984536411156","30.99469004555279","[]","上海市","上海市","松江区"
"B00156D3CH","薛家小学(分部)","科教文化服务;学校;小学","141203","[]","秀南街87","121.211551","31.004978","121.2071184568517","31.007095946862542","[]","上海市","上海市","松江区"
"B0FFLOQFX7","松江区实验小学","科教文化服务;学校;小学","141203","[]","人乐二村60号","121.224152","31.011286","121.21973374056839","31.013414374216396","021-57812021","上海市","上海市","松江区"
"B00155FIW1","松江区岳阳小学","科教文化服务;学校;小学","141203","[]","百岁坊32号","121.230703","31.008631","121.22629035523188","31.01076626447683","021-57813907","上海市","上海市","松江区"
"B00155BBSU","松江区方塔小学分部","科教文化服务;学校;小学","141203","[]","环城路353号","121.255366","31.008182","121.25095767910858","31.01032360594114","[]","上海市","上海市","松江区"
"B00155BBW1","松江区第二实验小学","科教文化服务;学校;小学","141203","[]","龙源路100号","121.201764","31.040593","121.19731347303414","31.04267610294496","021-67824168","上海市","上海市","松江区"
